Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Initial,Age_band,Alone,Family_Size
1,3,0,0,0,2.0934060820302083,0,0,2,1,0
1,1,0,0,2,4.404989703685167,0,3,0,0,2
1,2,1,0,1,2.970414465569701,0,2,0,0,1
1,1,0,0,0,3.279029747687948,0,0,2,1,0
1,3,1,2,1,2.957942136638392,1,2,0,0,3
1,1,0,0,0,3.417726683613366,0,0,3,1,0
0,2,0,1,2,3.3232358401924436,0,0,2,0,3
0,3,0,1,0,2.9940658859009823,0,0,2,0,1
0,1,0,0,0,3.3232358401924436,1,0,1,1,0
1,1,0,1,0,4.489806471412939,1,0,3,0,1
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,3,0,0,0,2.0663309725297405,1,0,1,1,0
0,1,0,0,0,3.279029747687948,0,0,4,1,0
1,1,1,1,0,3.948595985658986,0,1,2,0,1
1,2,1,0,0,2.3513752571634776,0,2,3,1,0
0,3,0,0,0,2.0476928433652555,2,0,2,1,0
1,1,0,0,0,3.279029747687948,0,0,2,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
0,1,0,0,0,3.6506582412937387,0,0,2,1,0
0,2,0,0,0,2.5649493574615367,0,0,2,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
0,3,0,0,0,1.9530276168241774,0,0,2,1,0
0,2,0,0,0,0.0,0,0,2,1,0
0,1,0,0,0,3.279029747687948,0,0,3,1,0
0,3,0,0,0,2.044461822783809,2,0,2,1,0
1,3,1,2,1,2.957942136638392,1,2,0,0,3
0,3,0,0,0,1.9810014688665833,0,0,2,1,0
0,3,0,0,0,2.1590033645160216,0,0,2,1,0
1,2,1,1,2,3.3232358401924436,0,1,2,0,3
1,2,1,0,0,2.6240669619446257,1,1,1,1,0
0,3,1,0,0,2.2862016137435215,0,2,1,1,0
0,1,0,0,0,3.9512437185814275,0,0,2,1,0
0,2,0,1,0,3.044522437723423,0,0,2,0,1
0,3,0,1,0,1.9524316946169533,0,0,1,0,1
0,3,0,0,0,2.017672515282204,0,0,1,1,0
1,3,1,0,1,2.5085824854732848,0,2,0,0,1
0,3,0,5,2,3.8480176754522337,0,3,0,0,7
0,2,0,0,0,0.0,0,0,2,1,0
0,3,0,0,0,2.0856720914304723,0,0,3,1,0
1,3,1,0,0,2.260460166693375,0,1,3,1,0
1,1,0,1,0,4.51172945766992,1,0,1,0,1
0,3,1,3,1,3.237371716404032,0,2,1,0,4
1,1,1,1,0,4.499809670330265,0,1,2,0,1
0,1,0,0,0,3.391147045808654,1,0,3,1,0
0,3,0,0,0,2.0856720914304723,0,0,1,1,0
1,3,0,1,1,2.766319109226186,0,3,0,0,2
0,3,0,1,0,2.9940658859009823,0,0,2,0,1
0,3,0,0,0,1.9810014688665833,0,0,1,1,0
0,1,0,0,0,3.417726683613366,0,0,3,1,0
0,1,0,0,0,3.902057514460064,1,0,4,1,0
0,3,0,0,0,2.0856720914304723,0,0,1,1,0
0,3,0,0,0,2.671268644120752,1,0,2,1,0
1,1,1,1,0,4.3601222251801195,1,2,3,0,1
0,3,0,0,0,2.714694743820879,0,0,2,1,0
0,1,1,1,2,5.020915603503812,0,1,1,0,3
0,3,0,0,0,2.0535851271346086,0,0,1,1,0
0,3,0,0,0,2.1590033645160216,0,0,1,1,0
0,3,1,0,0,2.0476928433652555,2,2,1,1,0
0,3,1,0,0,2.0319829905201345,2,2,1,1,0
0,3,1,0,0,2.260460166693375,0,2,2,1,0
1,1,1,0,0,4.460144413937834,0,2,0,1,0
0,1,0,1,0,4.690430029938915,1,0,1,0,1
1,2,1,0,2,3.258096538021482,0,1,2,0,2
1,1,0,0,0,3.279029747687948,0,0,2,1,0
0,3,0,0,0,3.1146258034944014,0,0,1,1,0
1,3,0,0,0,4.034166299106131,0,0,1,1,0
1,3,0,0,0,2.0476928433652555,2,0,1,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,1,0,0,0,3.2690935410288184,0,0,2,1,0
1,1,1,1,0,4.084294226368599,1,1,3,0,1
0,3,0,0,0,2.0143428636837015,0,0,1,1,0
0,1,0,0,0,3.5269721022703,0,0,2,1,0
1,2,1,0,0,2.3513752571634776,0,1,2,1,0
0,3,0,0,0,3.184284380098582,2,0,2,1,0
1,2,1,1,0,3.258096538021482,0,1,2,0,1
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
1,1,1,0,0,4.537961436294641,0,2,1,1,0
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
0,3,0,0,0,1.9775472339984959,1,0,2,1,0
1,1,1,0,1,4.0600843255369865,1,1,2,0,1
0,3,0,0,0,1.9781283799793465,1,0,2,1,0
0,3,0,0,0,2.0476928433652555,2,0,2,1,0
1,2,1,0,0,2.3513752571634776,0,2,3,1,0
0,1,0,0,0,5.401682292340279,0,0,2,1,0
0,3,0,0,0,2.0700223197633445,0,0,2,1,0
0,2,0,2,1,2.4423470353692043,0,0,1,0,3
1,2,1,1,1,3.258096538021482,0,2,0,0,2
0,3,0,0,0,1.9781283799793465,1,0,2,1,0
0,3,0,1,1,1.9781283799793465,1,0,1,0,2
1,3,1,0,2,3.107197616774036,1,1,2,0,2
0,3,1,0,0,2.1590033645160216,0,2,1,1,0
1,2,1,0,2,3.2676659890376327,0,2,0,0,2
0,1,0,0,0,3.279029747687948,0,0,2,1,0
1,1,1,0,0,4.667440511714216,1,2,1,1,0
0,3,0,0,0,2.6741486494265287,0,0,2,1,0
1,1,1,0,2,3.901972669574645,1,2,1,0,2
1,1,1,0,2,4.2626798770413155,0,2,2,0,2
0,3,1,4,2,3.442819056352975,0,2,0,0,6
0,3,1,4,2,3.442819056352975,0,2,0,0,6
1,2,0,1,0,3.258096538021482,0,0,1,0,1
0,1,0,1,0,4.667440511714216,1,0,3,0,1
0,1,0,0,0,3.258096538021482,0,0,3,1,0
1,2,1,1,0,3.258096538021482,0,1,1,0,1
1,2,0,0,0,2.6291873526764853,1,0,2,1,0
0,3,0,1,1,3.021643655338492,0,0,2,0,2
1,2,0,1,1,3.6041382256588457,0,3,0,0,2
1,1,0,0,2,4.708478296903478,1,0,1,0,2
0,2,0,0,0,3.258096538021482,0,0,1,1,0
0,3,0,0,0,2.0578603336462318,2,0,2,1,0
1,3,0,0,0,1.9775472339984959,1,0,1,1,0
1,3,1,0,0,2.0509134580652977,0,2,1,1,0
0,1,0,0,0,3.279029747687948,0,0,3,1,0
1,1,1,1,0,3.6788291182604347,1,1,2,0,1
0,1,0,0,0,5.427260122463419,1,0,2,1,0
1,1,1,1,1,4.3776420363560575,0,1,2,0,2
1,3,1,1,0,2.856470206220483,0,1,2,0,1
0,3,0,0,0,2.0476928433652555,2,0,2,1,0
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
0,2,0,0,0,2.6026896854443837,0,0,1,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
0,3,1,0,0,2.0856720914304723,0,2,1,1,0
0,3,0,2,0,3.184284380098582,0,0,1,0,2
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
0,3,1,0,4,3.048087503887919,0,1,1,0,4
0,3,0,0,0,1.9781283799793465,1,0,2,1,0
1,3,0,0,0,2.061048420562944,0,0,1,1,0
1,2,0,0,0,2.3513752571634776,0,0,3,1,0
1,1,1,2,0,3.9411778425916384,0,1,3,0,2
1,1,0,0,0,3.272890413174439,0,0,2,1,0
1,3,1,0,0,2.0476928433652555,2,2,1,1,0
0,3,0,0,0,2.0856720914304723,0,0,0,1,0
0,3,0,0,0,2.6741486494265287,0,0,1,1,0
1,2,1,0,0,2.5649493574615367,0,2,2,1,0
1,1,1,1,0,4.023564380161053,0,1,2,0,1
0,3,1,1,0,2.671268644120752,1,1,2,0,1
1,3,0,0,0,2.0700223197633445,0,0,1,1,0
1,2,1,1,1,3.4011973816621555,0,2,1,0,2
1,1,1,1,1,4.708478296903478,1,1,2,0,2
0,2,0,0,0,3.258096538021482,0,0,3,1,0
0,1,0,0,0,3.69199958145018,1,0,2,1,0
0,3,0,0,0,2.1647587760866425,1,0,2,1,0
1,1,1,0,2,4.3776420363560575,0,2,1,0,2
0,2,0,0,0,2.70805020110221,0,0,2,1,0
1,1,0,1,1,4.37197629882038,1,0,3,0,2
0,3,0,0,0,2.0856720914304723,0,0,1,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
0,3,0,0,0,1.9636097261547143,0,0,2,1,0
1,1,1,1,0,4.3601222251801195,1,1,3,0,1
0,3,0,0,0,1.9810014688665833,0,0,2,1,0
0,3,1,0,2,2.0476928433652555,2,2,1,0,2
0,2,0,1,0,3.258096538021482,0,0,2,0,1
0,3,0,1,1,3.184284380098582,0,0,2,0,2
1,2,1,0,0,3.4965075614664802,0,2,1,1,0
0,3,0,0,0,0.0,0,0,3,1,0
0,3,0,0,0,1.9775472339984959,1,0,2,1,0
1,1,0,1,0,4.041808390519271,1,0,3,0,1
1,2,1,2,1,3.295836866004329,0,1,1,0,3
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
0,1,0,0,0,3.7471483622379123,0,0,2,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,1,0,0,0,3.279029747687948,1,0,2,1,0
0,3,0,1,0,2.744060638625243,0,0,2,0,1
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
1,1,0,0,0,3.417726683613366,0,0,1,1,0
1,2,1,1,2,3.7276000422255353,1,1,1,0,3
1,1,1,0,0,5.033456237506958,0,2,2,1,0
0,3,1,1,5,3.442819056352975,0,1,2,0,6
0,3,0,0,0,1.9530276168241774,0,0,2,1,0
1,3,1,1,0,2.740840023925201,2,2,1,0,1
0,3,0,0,0,2.0476928433652555,2,0,2,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,2,1,1,2,4.174387269895637,0,2,1,0,3
0,3,0,1,1,2.667228206581955,0,0,2,0,2
0,3,1,1,0,2.7788192719904172,0,1,1,0,1
1,2,1,2,1,3.6635616461296463,0,2,0,0,3
0,2,0,0,0,2.3513752571634776,0,0,1,1,0
0,3,0,1,0,2.6709850297651974,1,0,1,0,1
1,1,0,1,0,3.961845018011234,0,0,2,0,1
1,3,0,1,1,2.7563132422397203,1,0,1,0,2
0,3,0,0,0,2.061048420562944,0,0,1,1,0
0,3,0,0,0,2.7788192719904172,0,0,1,1,0
0,1,0,0,0,3.4757109858218045,0,0,3,1,0
0,2,0,0,0,2.513656063073986,2,4,3,1,0
1,1,1,0,0,4.356174068347218,0,2,1,1,0
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
0,3,0,0,0,2.0455356796500372,2,0,2,1,0
1,1,0,0,0,3.4011973816621555,0,0,4,1,0
0,3,0,0,0,1.9536231841196134,0,0,3,1,0
1,1,0,0,0,3.417726683613366,1,0,1,1,0
0,1,0,0,0,0.0,0,0,2,1,0
0,3,1,3,2,3.32862668882732,0,2,0,0,5
1,2,1,0,0,2.5649493574615367,0,2,1,1,0
0,3,0,0,0,2.0700223197633445,0,0,1,1,0
0,2,0,1,1,3.2676659890376327,0,0,1,0,2
0,3,1,0,5,3.6810362766529106,0,1,2,0,5
0,3,0,1,0,2.7788192719904172,0,0,2,0,1
0,3,0,0,0,2.061048420562944,0,0,1,1,0
1,1,1,0,0,4.238444906195857,1,2,1,1,0
0,3,1,3,2,3.32862668882732,0,2,0,0,5
1,3,0,0,0,4.034166299106131,0,0,2,1,0
1,3,1,2,1,2.957942136638392,1,2,0,0,3
1,1,0,1,0,4.340282339965535,1,0,2,0,1
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
1,1,0,0,0,3.56953269648137,1,4,3,1,0
0,3,0,0,0,2.0215475632609334,0,0,2,1,0
1,3,1,0,0,2.0215475632609334,0,2,1,1,0
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
1,2,1,0,1,3.1354942159291497,0,2,1,0,1
0,3,0,0,0,2.132188154488383,0,0,1,1,0
1,3,1,0,0,2.0578603336462318,2,2,1,1,0
0,3,1,0,0,1.9095425048844386,2,2,1,1,0
0,2,0,2,0,4.297285406218791,0,0,1,0,2
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
0,3,1,1,1,2.740840023925201,2,1,1,0,2
0,2,0,0,0,2.5649493574615367,0,0,1,1,0
0,1,0,0,2,4.729818490553202,1,0,3,0,2
1,1,0,2,0,4.895224442584928,0,0,3,0,2
0,3,0,0,0,1.9775472339984959,1,0,2,1,0
0,1,0,0,0,3.2421039509874077,0,0,2,1,0
0,3,0,0,0,2.0143428636837015,0,0,2,1,0
1,3,0,1,0,2.0700223197633445,0,0,1,0,1
0,2,0,2,0,4.297285406218791,0,0,1,0,2
0,2,0,0,0,2.5649493574615367,0,0,1,1,0
0,3,0,0,0,2.0509134580652977,0,0,2,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,1,1,1,0,3.9512437185814275,0,1,2,0,1
1,2,1,1,1,3.6635616461296463,0,1,2,0,2
0,1,0,1,0,3.9512437185814275,0,0,1,0,1
0,2,0,0,0,2.3513752571634776,0,0,4,1,0
1,2,0,0,0,2.5649493574615367,0,0,1,1,0
0,2,0,0,0,0.0,0,0,2,1,0
0,3,0,0,0,2.0509134580652977,0,0,1,1,0
0,3,0,0,0,2.0856720914304723,0,0,1,1,0
1,3,1,0,0,2.286628460369784,0,2,1,1,0
0,3,1,1,6,3.8480176754522337,0,1,2,0,7
1,1,0,0,1,6.238967387173662,1,0,2,0,1
0,3,1,0,0,2.0964830075346876,2,2,1,1,0
1,1,0,0,0,4.340282339965535,1,0,1,1,0
0,3,0,0,0,2.221917189926591,0,0,1,1,0
0,3,0,5,2,3.8480176754522337,0,0,0,0,7
0,2,0,1,1,3.6635616461296463,0,0,3,0,2
0,2,0,1,2,3.7276000422255353,1,0,1,0,3
0,3,0,4,1,3.6810362766529106,0,0,0,0,5
0,3,0,0,0,2.319520869700248,0,0,1,1,0
0,3,0,0,0,2.0535851271346086,0,0,1,1,0
1,1,1,0,1,5.353456381663085,0,2,0,0,1
1,1,0,1,0,4.04305126783455,0,0,1,0,1
1,3,1,0,1,2.5965001996654262,1,2,0,0,1
1,3,0,0,0,4.034166299106131,0,0,2,1,0
0,3,0,0,0,1.9775472339984959,1,0,1,1,0
0,1,0,0,0,3.279029747687948,0,4,3,1,0
0,2,0,0,0,2.6026896854443837,0,0,3,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,3,1,0,0,2.0455356796500372,2,2,1,1,0
0,1,0,1,1,4.708478296903478,1,0,3,0,2
0,3,0,0,0,2.0347056478384444,0,0,2,1,0
1,1,1,1,0,5.427260122463419,1,1,1,0,1
1,1,0,0,0,3.2690935410288184,0,0,2,1,0
0,3,1,0,1,2.6709850297651974,1,2,1,0,1
0,3,0,0,0,2.046621301727582,2,0,1,1,0
0,3,0,1,0,2.061048420562944,0,0,1,0,1
0,2,0,0,0,3.258096538021482,0,0,2,1,0
1,2,1,0,0,2.6026896854443837,0,1,2,1,0
1,1,0,0,0,3.2690935410288184,0,0,2,1,0
1,1,1,0,0,5.020915603503812,0,2,1,1,0
1,3,0,1,1,2.7243040552851014,1,3,0,0,2
1,1,1,0,0,3.902057514460064,1,2,1,1,0
0,1,0,0,0,3.279029747687948,0,0,2,1,0
1,1,0,1,0,3.9512437185814275,0,0,2,0,1
0,3,0,0,0,2.2495323569595644,0,0,1,1,0
0,2,0,0,0,2.5649493574615367,0,0,3,1,0
0,3,0,0,0,2.0347056478384444,0,0,1,1,0
1,1,1,0,0,5.427260122463419,1,2,2,1,0
1,2,1,0,0,2.3513752571634776,0,2,1,1,0
0,3,0,0,0,2.740840023925201,2,0,2,1,0
0,3,0,0,0,2.0509134580652977,0,0,2,1,0
1,2,1,0,1,3.4965075614664802,0,2,0,0,1
0,3,0,1,0,1.9536231841196134,0,0,1,0,1
0,2,0,0,0,2.5649493574615367,0,0,2,1,0
0,2,0,0,0,2.5649493574615367,0,0,3,1,0
1,1,0,1,0,3.9721769282478934,0,0,1,0,1
0,3,0,0,0,2.1590033645160216,0,0,1,1,0
1,2,1,3,0,3.044522437723423,0,1,1,0,3
1,3,1,0,0,2.0460786380107145,2,2,1,1,0
0,2,0,1,0,3.258096538021482,0,0,1,0,1
0,3,1,1,0,2.0700223197633445,0,2,1,0,1
1,1,1,0,0,5.353456381663085,0,2,1,1,0
0,3,0,0,0,2.933191755079093,1,0,0,1,0
0,2,0,0,0,0.0,0,0,2,1,0
0,2,0,0,0,2.5649493574615367,0,0,1,1,0
0,2,0,0,0,2.5649493574615367,0,0,1,1,0
0,3,0,0,0,2.7788192719904172,0,0,1,1,0
0,3,1,1,3,3.5373295559867355,0,1,2,0,4
1,1,0,0,0,6.238967387173662,1,0,2,1,0
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
1,1,0,0,0,3.4011973816621555,0,0,2,1,0
0,1,0,1,0,4.367547313409047,0,0,2,0,1
1,1,1,2,2,5.569774778140797,1,2,1,0,4
0,3,0,1,0,2.7788192719904172,0,0,1,0,1
1,3,0,0,0,2.0700223197633445,0,0,1,1,0
0,1,0,1,1,4.2626798770413155,0,0,4,0,2
0,3,0,1,1,3.0081547935525483,0,0,0,0,2
1,2,1,0,0,2.5649493574615367,0,2,1,1,0
0,1,0,1,0,3.9721769282478934,0,0,1,0,1
0,3,0,0,0,2.0476928433652555,2,0,1,1,0
1,2,1,1,1,3.1354942159291497,0,2,0,0,2
1,3,0,0,1,2.5237266416375825,0,3,0,0,1
0,3,0,0,0,2.2512917986064953,0,0,2,1,0
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
1,2,1,1,2,4.174387269895637,0,1,2,0,3
1,2,0,1,1,2.6741486494265287,0,3,0,0,2
0,3,0,0,0,2.0535851271346086,0,0,1,1,0
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,1,1,0,0,4.460144413937834,0,1,2,1,0
0,3,0,0,0,2.6741486494265287,0,0,2,1,0
0,3,0,0,0,1.9636097261547143,0,0,2,1,0
1,3,0,0,0,1.9781283799793465,1,0,1,1,0
1,1,1,1,2,4.787491742782046,0,1,2,0,3
0,3,0,0,0,2.0509134580652977,0,0,0,1,0
1,1,1,1,0,4.356174068347218,0,1,3,0,1
0,1,0,0,0,3.6788291182604347,1,0,2,1,0
0,3,1,0,0,2.0476928433652555,2,2,1,1,0
0,3,0,1,0,3.184284380098582,2,0,2,0,1
0,3,0,0,0,2.1237574254543468,0,0,1,1,0
0,3,0,0,0,2.2512917986064953,0,0,1,1,0
0,3,0,0,0,2.061048420562944,0,0,2,1,0
0,2,1,0,0,2.3513752571634776,0,1,3,1,0
0,3,0,0,0,1.9775472339984959,1,0,2,1,0
1,2,1,1,3,3.1354942159291497,0,1,3,0,4
0,3,0,0,0,2.0476928433652555,0,0,1,1,0
0,3,0,0,0,2.0476928433652555,2,0,2,1,0
1,3,1,0,0,2.5237266416375825,0,2,0,1,0
0,3,0,0,0,2.0460786380107145,2,0,2,1,0
1,1,1,0,1,5.353456381663085,0,1,2,0,1
1,3,1,0,0,1.9781283799793465,1,2,0,1,0
1,1,1,1,0,4.04305126783455,0,1,1,0,1
0,1,0,0,0,3.4011973816621555,0,0,1,1,0
0,3,0,1,2,3.1548704948922883,0,0,2,0,3
0,3,0,0,0,1.9530276168241774,0,0,1,1,0
0,3,0,0,0,1.9810014688665833,0,0,1,1,0
1,3,1,0,0,2.0143428636837015,0,2,1,1,0
0,3,0,4,1,3.371596911885865,2,3,0,0,5
1,3,0,1,2,3.0240767465631335,0,3,0,0,3
0,1,0,0,0,4.37197629882038,1,0,2,1,0
0,3,0,0,0,2.0476928433652555,2,0,2,1,0
0,2,0,0,0,3.258096538021482,0,0,0,1,0
0,3,1,8,2,4.242045918369452,0,2,1,0,10
0,1,0,0,0,3.424125837416519,1,0,2,1,0
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
0,2,0,0,0,2.5649493574615367,0,0,2,1,0
1,1,1,0,0,3.255369746779992,0,0,3,1,0
1,3,1,0,0,2.161401640752305,0,1,1,1,0
0,3,0,0,0,1.9781283799793465,1,0,1,1,0
0,3,1,1,1,3.184284380098582,0,1,1,0,2
0,2,0,0,0,2.5649493574615367,0,0,2,1,0
1,2,1,1,1,3.2676659890376327,0,1,1,0,2
1,1,0,1,2,4.787491742782046,0,3,0,0,3
1,3,0,0,1,2.1420289418682694,1,3,0,0,1
1,3,0,0,0,1.9423323277074294,0,0,1,1,0
0,3,0,0,0,2.0509134580652977,0,0,1,1,0
0,1,0,0,0,0.0,0,0,2,1,0
0,3,1,0,0,2.0509134580652977,0,2,1,1,0
0,2,0,0,0,2.5649493574615367,0,0,2,1,0
1,1,1,1,0,3.9721769282478934,0,1,2,0,1
0,3,0,0,0,2.0652792278673315,0,0,1,1,0
0,3,0,0,0,3.184284380098582,0,0,2,1,0
0,2,0,0,0,2.3513752571634776,0,0,2,1,0
0,3,1,4,2,3.442819056352975,0,2,0,0,6
0,3,0,0,0,2.0856720914304723,0,0,1,1,0
0,1,0,0,0,0.0,0,0,2,1,0
0,3,1,0,0,2.0700223197633445,0,2,1,1,0
0,2,0,1,1,3.6110314197155664,1,0,1,0,2
0,3,0,0,0,1.864080130807681,0,0,2,1,0
0,3,0,3,2,3.32862668882732,0,3,0,0,5
1,1,1,1,1,4.537961436294641,0,1,3,0,2
1,3,0,0,0,2.1590033645160216,0,0,1,1,0
0,1,0,0,0,0.0,0,4,2,1,0
1,3,1,0,1,2.5237266416375825,0,1,1,0,1
0,3,0,4,1,3.6810362766529106,0,3,0,0,5
0,3,0,0,0,1.9387416595767009,2,0,2,1,0
0,3,0,0,0,4.034166299106131,0,0,2,1,0
1,2,0,0,2,3.6110314197155664,1,3,0,0,2
1,3,0,0,0,2.0476928433652555,2,0,2,1,0
1,1,1,0,0,4.382026634673881,0,1,3,1,0
1,3,1,1,0,2.6709850297651974,1,1,0,0,1
1,2,0,1,1,2.9311937524164198,0,3,0,0,2
0,3,0,0,0,1.9781283799793465,1,0,2,1,0
0,3,0,0,0,2.061048420562944,0,0,1,1,0
0,3,0,0,0,2.1162555148025524,0,0,1,1,0
1,1,1,1,1,4.4207460202604185,1,2,2,0,2
0,3,0,0,0,2.1590033645160216,0,0,1,1,0
0,3,0,0,0,2.0856720914304723,0,0,2,1,0
1,3,0,0,0,4.034166299106131,0,0,1,1,0
1,1,0,0,0,3.391147045808654,1,0,2,1,0
0,3,0,0,0,2.0700223197633445,0,0,1,1,0
0,2,0,0,0,2.3513752571634776,0,0,0,1,0
1,1,1,0,0,3.4339872044851463,1,2,1,1,0
0,3,0,0,0,1.8621402659898545,1,0,2,1,0
0,3,0,0,0,2.1590033645160216,0,0,1,1,0
0,3,0,0,0,2.0215475632609334,0,0,2,1,0
0,3,0,8,2,4.242045918369452,0,0,2,0,10
0,3,0,0,0,2.0663309725297405,1,0,2,1,0
0,2,0,0,1,3.4965075614664802,0,4,1,0,1
1,1,1,1,0,4.489806471412939,1,1,2,0,1
0,3,0,4,2,3.442819056352975,0,3,0,0,6
0,3,0,0,0,2.0509134580652977,0,0,4,1,0
0,3,1,1,1,2.7243040552851014,1,2,0,0,2
1,1,1,0,1,3.673765816303888,0,2,0,0,1
0,2,1,1,0,3.258096538021482,0,1,2,0,1
1,3,1,0,1,2.2353763433005955,0,1,1,0,1
1,1,1,1,1,5.1051372686027685,0,1,2,0,2
1,1,0,0,0,3.279029747687948,0,0,3,1,0
1,3,1,0,3,2.957942136638392,1,1,1,0,3
0,3,0,0,0,1.9781283799793465,1,0,2,1,0
0,3,0,2,0,2.6467632766784814,0,0,2,0,2
0,2,0,1,0,2.4423470353692043,0,0,1,0,1
1,1,1,0,0,3.255369746779992,0,1,2,1,0
0,3,1,8,2,4.242045918369452,0,2,1,0,10
0,2,0,0,0,2.5649493574615367,0,0,1,1,0
1,2,1,0,0,2.5649493574615367,0,1,2,1,0
1,2,1,1,0,2.6288843311163475,1,2,1,0,1
0,1,0,0,0,3.921890164505806,0,0,1,1,0
0,3,0,0,0,2.2512917986064953,0,0,2,1,0
1,3,0,1,1,2.409940617298087,0,3,0,0,2
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
1,1,1,1,1,3.961845018011234,0,1,2,0,2
0,1,0,0,0,1.6094379124341003,0,0,2,1,0
0,3,0,0,0,2.1972245773362196,0,0,2,1,0
1,2,1,1,0,3.1780538303479458,1,1,1,0,1
1,3,1,0,0,1.9775472339984959,1,2,0,1,0
0,3,0,0,0,2.287044968312313,0,0,1,1,0
0,3,0,0,0,2.0663309725297405,0,0,1,1,0
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
1,1,1,0,1,4.4207460202604185,1,1,3,0,1
1,2,1,0,1,3.258096538021482,0,1,1,0,1
0,3,0,0,0,2.0663309725297405,0,0,2,1,0
0,3,1,0,0,2.352964469886197,0,2,1,1,0
0,2,0,0,0,2.3513752571634776,0,0,1,1,0
0,3,0,0,0,1.9530276168241774,0,0,1,1,0
0,3,1,0,5,3.371596911885865,2,1,2,0,5
0,2,0,0,0,2.5649493574615367,0,4,1,1,0
1,1,1,0,0,3.4011973816621555,0,2,1,1,0
0,3,1,1,2,3.1548704948922883,0,2,1,0,3
1,1,0,0,0,3.4011973816621555,1,0,1,1,0
0,3,0,0,0,2.0476928433652555,2,0,1,1,0
